1192938416305868800	2021-05-24T23:14:05.000Z	1396967768822468610	    Midway Mania! 	{'place_id': '0fbeae8c65941000'}
2441899331	2021-05-25T16:53:20.000Z	1397234339902074891	 omg ya i haven’t been able to smoke leading up to this surgery either and every time i would go visit him he would forget and offer me a hit off the pipe i bought him and it was suffering 😭	{'place_id': '65eb9ee22cdeb7a8'}
1586938014	2021-05-25T16:37:42.000Z	1397230407091904519	Aloha Tori 🌸 Good time to visit 🏝  	{'place_id': '3b77caf94bfc81fe'}
245503236	2021-05-25T16:13:21.000Z	1397224278152687616	We are loving the warmer Cali weather this week! ☀️ Visit  today and get some shopping done while you grab your lunch and enjoy at our food court patio! 🙌🏼  @ The Shops at Montebello 	{'coordinates': {'type': 'Point', 'coordinates': [-118.083801, 34.035911]}, 'place_id': '2da132a7bfebfc0c'}
1220537324540313600	2021-05-25T16:00:25.000Z	1397221021170667524	i’m getting my shit together this year so i can travel all 0	{'place_id': '3b77caf94bfc81fe'}
896742824875577345	2021-05-25T15:22:24.000Z	1397211456886632448	life update: i quit my stable job in texas to get paid to travel across the country  and do what i love. what a crazy combination, right? i call it growth.💙 	{'place_id': '3b77caf94bfc81fe'}
1003164649	2021-05-25T14:58:38.000Z	1397205474085384193	Bi Bottom here to travel out  	{'place_id': '0c2e6999105f8070'}
307472900	2021-05-25T14:47:52.000Z	1397202763507974152	Taking a few days off for my birthday this week and I just joined   . Come chat with me and hangout while I travel 💜 @ Los Angeles, California 	{'coordinates': {'type': 'Point', 'coordinates': [-118.2445, 34.0564]}, 'place_id': '3b77caf94bfc81fe'}
34813968	2021-05-25T14:36:51.000Z	1397199991584735252	Japan 0 weeks ago: No BLM acknowledgement will be tolerated Japan today: 0th wave of Covid, American government asks citizens not to travel to Japan.	{'place_id': '3b77caf94bfc81fe'}
18627610	2021-05-25T13:39:08.000Z	1397185465728442368	Southwest Airlines flight attendant loses two teeth after passenger assault; inflight incidents at 'intolerable level,' union says  via 	{'place_id': '3b77caf94bfc81fe'}
21826759	2021-05-25T13:37:45.000Z	1397185120394694667	 is my little brother, friend, fellow punster, travel partner and shenanigan starter. Love this guy and his family. Can’t wait to see where life continues to take him!   	{'coordinates': {'type': 'Point', 'coordinates': [-118.34021699, 34.06172597]}, 'place_id': '3b77caf94bfc81fe'}
2234760798	2021-05-25T09:19:00.000Z	1397120002684178433	US State Department raises travel advisory to Japan to Level 0, the highest level. US citizens now being told “Do not travel” to Japan. COVID cases are surging in the country and the vaccination rate is extremely low. All this and the Tokyo Summer Olympics are two months away. 	{'place_id': '3b77caf94bfc81fe'}
2612849203	2021-05-25T07:02:38.000Z	1397085684691660800	0Definitely need (and want) to travel more 	{'place_id': '3b77caf94bfc81fe'}
1291948567481876480	2021-05-25T06:52:54.000Z	1397083235893481473	 hi I need your help and and you can't lose this case I'm in Los Angeles still and I don't know if you like to travel but it's worth it	{'place_id': '3b77caf94bfc81fe'}
49558618	2021-05-25T06:29:09.000Z	1397077258070740993	Look at the beautiful colours of the sky. Truly the sky is God’s canvas today.    	{'place_id': '07d9e3c93d882000'}
403560124	2021-05-25T05:30:16.000Z	1397062441054265348	 I travel with a little sewing kit 😂 it’s a lifesaver! Do it! 🙌🏽👏🏽	{'place_id': 'a077793faceeda6f'}
116906887	2021-05-25T04:12:25.000Z	1397042846587232256	Great to be back home!Now quarantine then vaccination!	{'place_id': '905627646db90fef'}
3262964006	2021-05-25T04:09:09.000Z	1397042025602580486	Can’t wait to travel somewhere	{'place_id': '0b93bc6a33455615'}
983559853967720454	2021-05-25T03:58:34.000Z	1397039363884683267	 Be right back I’m about to time travel  ! 	{'place_id': '01c060cf466c6ce3'}
3352696694	2021-05-25T03:54:00.000Z	1397038213114437632	Come and visit the Collection? We are waiting...                    	{'place_id': '3b77caf94bfc81fe'}
1238136738947760129	2021-05-25T03:09:36.000Z	1397027038410645512	 For more tips visit my website  ✈️ 	{'place_id': '3b77caf94bfc81fe'}
14158500	2021-05-25T02:59:47.000Z	1397024568082976768	Not a good sign for the Olympics when the United States government tells its citizens NOT to travel there 	{'place_id': '563dd564285e7363'}
14691667	2021-05-25T02:34:52.000Z	1397018299200798723	Texas Lawmakers are also making very sure that I will NEVER visit their state. 	{'place_id': '10de09f288b1665c'}
